Organisation,KVK number
MNX Global Logistics B.V.,055364241
Moba B.V.,009042296
Mobeye,017218489
MobielWerkt B.V.,002093714
Mobile Development Center B.V.,011029212
Mobile Operating B.V.,017213276
Mobile Payments Solutions B.V.,034155422
MobileTrack B.V.,027298244
Mobiquity B.V.,034270669
Mocean Forecast B.V.,070698708
MOCEAN Offshore B.V.,058143998
Moco Group B.V.,080740154
MOCS B.V.,056449763
MODEC Services Netherlands B.V.,034236861
MODIFI B.V.,073275905
Modulr Finance B.V.,081852401
Modus Engineering B.v.,069017034
ModusLink B.V.,008055138
Mo-Jo Asian Kitchen B.V.,087644517
Moka United B.V.,095136665
Mokveld Valves B.V.,029010376
MOL Chemical Tankers Europe Limited Rotterdam Branch,024332191
MOL Group International Services B.V.,061591572
MOL Logistics (Netherlands) B.V.,018022017
MOL Logistics Holding (Europe) B.V.,018088913
MOL Maritime (Europe) B.V.,024158925
Molco Car Parts B.V.,010028790
Moldex3D Europe B.V.,065867912
Molex Interconnect GmbH,017093991
Mollie B.V.,030204462
Mölnlycke Health Care,030147276
Moltek Consultants Ltd.,055665675
Momentive Performance Materials Silicones B.V.,020089608
Momo Medical B.V.,068346832
Monday Merch B.V.,086827677
Mondcare Den Haag B.V.,027350459
Mondelez Nederland Services B.V.,034283945
Mondi Heerlen B.V.,014039569
Mondi Maastricht N.V.,014061186
Mondriaan,014068232
Mondu Financial Services B.V.,086653938
Mondzorg Dogterom B.V.,024480928
Mondzorgcentrum Axel B.V.,080075134
MoneyView Research B.V.,033292632
MongoDB Netherlands B.V.,066500842
Monocle Solutions B.V.,080990290
Monolith International B.V.,058730060
Monotch B.V.,061837628
Monster Heads B.V.,067157963
Mont Blanc Consulting B.V.,033305817
Monta Services B.V.,011045086
Montachem International B.V.,065199537
Montis-Q Qonsulting B.V.,071197621
Montroos Administratie & Advieskantoor B.V.,093438273
Monument Group Netherlands B.V.,086043749
Monument London B.V.,034162704
Monumental Works B.V.,083429891
MOOFpeople Payroll Solutions B.V.,059004401
Moog B.V.,028075621
Moongy B.V.,059758104
Moonlight Bedding B.V.,082176981
MoonPay Europe B.V.,093501153
Moonwatt B.V.,094912254
Moore DRV,024492873
Moove Connected Mobility B.V.,024439644
Mora Produktie B.V.,014622196
More Optimal B.V.,068902107
More Recruitment B.V.,057270155
Morgan Cargo (Netherlands) B.V.,064099598
Morgan Clark & Co. B.V.,050459767
Morimura Bros. (Europe) B.V.,032044630
Morito (Europe) B.V.,024153822
Morningstar Holland,034139006
Moro Fashion B.V.,078717167
Morpara B.V.,068552432
Morphotonics B.V.,060781246
Morrison Express Netherlands B.V.,024346605
Mosa Meat,066104742
Mosadex E-health B.V.,056810504
Mosten Media B.V.,071523839
Motek Medical B.V.,034263969
Motel One Netherlands B.V.,056252331
MotherDuck,094098182
Motivaction International B.V.,017090769
Motivz B.V.,076867838
Motorola Solutions Netherlands B.V.,017068204
MotoShare P2P B.V.,063919524
Motus People B.V.,085778656
Mount Consulting B.V.,076468186
Movado Group Nederland B.V.,034242495
Move Mobility B.V.,056161719
Move to Impact B.V.,081952716
Move4U Web Applications B.V.,059834552
Movella Technologies B.V.,050142224
MoveWell,066881013
Movexx International B.V.,011056889
Movianto Nederland B.V.,055836151
Movic B.V.,030243164
MP Liften B.V.,037089951
MP Motorsport B.V.,020123519
MPC Energy Solutions N.V.,078205123
MPC Industries B.V.,001068545
MPC Nederland B.V.,057618720
MPC Shipping & Logistics B.V.,034263497
MPG Digital Solutions B.V.,054705347
Mphasis Europe B.V.,034106059
Mploy Associates International B.V.,081324405
MPloyee B.V.,012065735
M-Ployee HR Solutions B.V.,063027909
MPR Accountants & Consultants B.V.,073956791
Mprise Agriware B.V.,024396187
Mprise B.V.,030227907
M-Products B.V.,027235593
MPX Administratie & Advies B.V.,061613207
MQD B.V.,059162104
mr drs G.J. van Asperen Belastingadviseurs B.V.,070273553
MR Marine Group B.V.,027295746
MR MARVIS B.V.,063301520
mr. B.J. Maes Praktijk B.V.,074011669
MRC Global (Netherlands) B.V.,039054351
MRC Holland B.V.,034204804
MS Amlin Insurance SE,064815323
MS Amlin Marine N.V.,024448058
MS Europe B.V.,027154955
MSC handelsonderneming B.V.,051705958
MSC.Software Benelux B.V.,029035430
MSD Biotech B.V.,075977885
MSD FI,064803864
MSD Human Health Holding B.V.,017131899
msg global solutions Benelux B.V.,017193768
msg life Benelux B.V.,034262764
MSIG Insurance Europe AG Bijkantoor Nederland,059382287
MSL Cabling Limited,091730864
MSS DEFENCE,060132477
MST Groep B.V.,081265212
MSX International,030210212
mt unirepair B.V.,014636006
MTD Holding B.V.,017187610
MTEX Holland B.V.,024190259
mtrl,067316905
MTU Maintenance Lease Services B.V.,059043733
MUD Jeans International B.V.,055383904
Muehlhan B.V.,024218090
Muehlhan Wind Service B.V.,085026816
MUFG Bank (Europe) N.V.,033132501
MUFG Securities (Europe) N.V.,071213376
Mujin Netherlands B.V.,091662451
Mulberry International B.V.,033144784
Mulcol International B.V.,065334094
Mulklé Metaal B.V.,074472690
Müller Martini Benelux B.V.,030175093
Mulligan International B.V.,034148354
Multi Corporation B.V.,034237857
Multi Pilot Simulations B.V.,030225758
Multi Seeds B.V.,057371822
Multi Service Private Label B.V.,054189780
Multi Tank Card B.V.,034069864
MULTI.engineering Maritime & Offshore Project sourcing Netherlands,017173402
MultiChoice Group Holdings B.V.,072799498
MultiFlexx B.V.,002059256
Multilayer B.V.,077188985
Multimedia Education B.V.,033291946
MultiSafepay B.V.,034156361
Multitex Bedding B.V.,062066749
Munksgaard Chiropraktie Zaandijk B.V.,034208153
Munro B.V.,034254316
Munters Netherlands B.V.,050307177
MUR Shipping B.V.,034189953
MURATA ELECTRONICS EUROPE B.V.,034208762
Murmellius B.V.,066581257
Musasino Marine And Offshore B.V.,065374290
Mush. Comb. B.V.,012062286
Musoni Services B.V.,057480141
Musqueteer,028117630
Mustad Netherlands B.V.,001111895
Mutares Benelux B.V.,084405244
MVRDV B.V.,052830357
MVSA B.V.,033174003
MW Investment B.V.,088362027
MWH Energy B.V.,083193642
M-Wise B.V.,028086064
MX3D B.V.,061981923
MY.GAMES B.V.,056701527
Mybit B.V.,058287906
myBrand B.V.,034199445
MyCumulus B.V.,088287165
Mylan Healthcare B.V.,061553069
MYLAPS B.V.,034053090
MYLAPS Experience Lab B.V.,058217053
Mylette B.V.,028088679
Myne Circular Metals B.V.,008104915
Mynta Law B.V.,061369667
Myon Forwarding & Customs B.V.,024319661
MySocialDatabase.com B.V.,058951326
MySolution B.V.,030202683
Mystar Computer B.V.,017103906
Mystiek Productions,052263266
N G Foods B.V.,082395322
N.V. ADO Den Haag,027180758
N.V. Afvalzorg Holding,034081570
N.V. Elektriciteits Produktiemaatschappij Zuid-Nederland EPZ,017059425
N.V. Eneco,024246970
N.V. Juva,027225354
N.V. Limburgs Instituut voor Ontwikkeling en Financiering ( Liof ),014604604
N.V. Nederlandsch Octrooibureau,027263335
N.V. Nederlandse Gasunie,002029700
N.V. Nutricia,027090548
N.V. Organon,016032089
N.V. PWN Waterleidingbedrijf Noord-Holland,034072007
N.V. Subaru Benelux,034045923
Naaykens' Luchttechnische Apparatenbouw B.V.,018022242
N-able Acquisition Company B.V.,057964572
Nabtesco Marine Europe B.V.,024256085
Naess Ship Management B.V.,034226151
Naïf Care B.V.,057166692
Naktuinbouw,041150707
Nalco Europe B.V.,028057490
Nalog.nl B.V.,066449898
Nankang Tire Netherlands B.V.,027363824
NanoCell Therapeutics B.V.,080176801
Nanomi B.V.,034270847
NanoString Technologies Netherlands B.V.,082814651
Narrative Labs B.V.,070028176
NASA Holding B.V.,061062618
Nash Exchange B.V.,081156421
Nationaal Energie Traineeship B.V.,076068749
National Instruments Netherlands B.V.,030116813
Nationale Postcode Loterij N.V.,041183598
Natural Life B.V.,072991828
Nature Bio Foods B.V.,070007284
Naturel West Corp EU B.V.,034389173
NatWest Markets N.V.,033002587
NautaDutilh N.V.,024338323
Navaio B.V.,069516219
Navan Netherlands B.V.,071801375
Navan Netherlands Labs B.V.,073188794
Navbea B.V.,085677477
Navico Group EMEA B.V.,033230020
Navigram Technologies B.V.,030160981
NavInfo (Europe) B.V.,017262361
Navis Netherlands B.V.,082100055
Navquim B.V.,024366424
NAXCON B.V.,090530306
NB Europe B.V.,034181833
Ncardia Services B.V.,077260163
NCOI Opleidingen B.V.,032062944
NCR Dutch Holdings B.V.,034150777
NCR Nederland B.V.,033019902
ND Group B.V.,061543691
Nearfield Instruments B.V.,065040007
Nebest B.V.,023046375
Nebig International B.V.,037089153
Nebius B.V.,051515539
Nebras Power Investment Management B.V.,030125512
Nebras Power Netherlands B.V.,067282687
NEC Benelux,033189166
NEC Nederland B.V.,032114531
Nectaerra B.V.,068046405
Nector Holdings B.V.,080425232
Nedair Freight B.V.,051834979
Nedal Aluminium B.V.,030019387
Nedap N.V.,008013836
Nedcon B.V.,009043438
Nederland Sales & Service B.V.,051607417
Nederlands Centrum voor Informatie Management,027136540
Nederlands Dans Theater,041150184
Nederlands Forensisch Instituut,050384511
Nederlands Instituut Publieke Veiligheid (NIPV / IFV),056802633
Nederlandse Aardolie Maatschappij B.V.,004008869
Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,027078545
Nederlandse Loterij Organisatie B.V.,065691288
Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,027376655
Nederlandse provincie van de Congregatie van de Missionarissen van het Heilige Hart,063527669
Nederlandse Rugby Bond,040516782
Nederlandse Stichting voor Leprabestrijding,041199723
Nederlandse Voedsel- en Warenautoriteit,050688049
Nederlandse Waterschapsbank N.V.,027049562
Nedflex B.V.,017186480
NedLes B.V.,071291040
Nedmag B.V.,002331543
Nedsa,027193802
Nedscaper B.V.,075951282
Nedspice EMEA B.V.,024107228
Nedstar B.V.,070866414
NedTrain,030134311
Nedzon Engineering B.V.,024253107
Neele-Vat Services B.V.,024348291
Neele-Vat Transport B.V.,024262281
Neelikon Specialities Europe B.V.,081268769
Neenah Coldenhove,008003231
Neewee Netherlands B.V.,070932271
NEFAB PACKAGING NETHERLANDS B.V.,038018450
NEG at Work B.V.,065209133
Nekst IT B.V.,058226729
Nelipak B.V.,012021271
Nelissen & Van Alten Juristen B.V.,087725819
Nelson Schoenen B.V.,034022079
NEM Energy B.V.,086238922
Nemo Healthcare B.V.,017273687
Nemoto (Europe) B.V.,090859499
Nemtek Europe B.V.,086012908
Neo Joule B.V.,075280663
"Neo, Netherlands Geomatics & Earth Observation B.V.",039061153
NeoBards Entertainment (Netherlands) B.V.,091471583
Neocles B.V.,061625949
Neogene Therapeutics B.V.,072498331
Neogrid Netherlands B.V.,034106678
Neople Labs B.V.,088917274
NEP Media Solutions B.V.,032113537
Neplus Financial Service,066378311
Nepocon B.V.,008124935
Neqsol Holding B.V.,086005154
Nerds & Company B.V.,053044630
NES Global B.V.,050223844
NEST Scientific Europe B.V.,086861182
Neste Components B.V.,024280381
Neste Netherlands B.V.,024432861
Nestlé Nederland B.V.,033129581
Nestr B.V.,067304818
Net Display Systems B.V.,017085984
net2grid B.V.,054122317
Net4s B.V.,056094604
Netafim Netherlands B.V.,024196434
NetApp B.V.,034103846
NetApp Holding & Manufacturing B.V.,034235214
NetAxis Nederland B.V.,064963896
Netcapital B.V.,063657287
Netcompany Netherlands B.V.,027239458
Netconomy Netherlands B.V.,088550257
NetEconomy,027159450
Netflix International B.V.,062266519
Netgear Netherlands B.V.,024360451
Netherlandix C.V.,085609757
Netherlands center for the Clinical advancement of Stem cell & Gene Therapies B.V.,076859134
Netherlands Food Partnership,030204842
Netherlands Hexaware Technologies,034233511
Netlink B.V.,030114672
NetMatch B.V.,002062109
NetQloud B.V.,067740073
Netra Agro B.V.,020065860
Nettleton House B.V.,077808584
Network Republic Europe B.V.,034347670
Network4Cars Trading B.V.,028094651
Neuberger Berman Asset Management Ireland Limited (Dutch branch),074108166
Neuf Amsterdam B.V.,034342390
Neufit International B.V.,056259530
Neurocast B.V.,068265425
Neutelings Riedijk Architecten B.V.,024182314
Nevenactiviteiten B.V.,030217113
Nevesbu B.V.,030079428
New Balance Europe B.V.,074260863
New Balance Netherlands B.V.,066528925
New Black B.V.,064148793
New Day at Work B.V.,055440215
New Digitals B.V.,071974768
New Electric B.V.,057661413
New Growth Plus B.V.,051379473
New Skies Satellites B.V.,030146277
NewAmsterdam Pharma Company N.V.,086649051
NewArmstrong B.V.,066153026
Neway Valve (Europe) B.V.,054109922
Neways Advanced Applications B.V.,032068209
Neways B.V.,017056612
Neways Expanding Technologies B.V.,017056659
Neways Leeuwarden B.V.,001062900
Neways Technologies B.V.,017105693
NewCold Coöperatief U.A.,055703623
NewCold Development B.V.,085003557
NEWCRAFT GROUP B.V.,034266452
NewForesight Consultancy B.V.,032160245
NewGlobe Education Services B.V.,088284735
Newion Partners B.V.,052346501
Newland Europe B.V.,017109876
Newmonday B.V.,024402811
Newport Europe B.V.,024107803
Newrest Inflight Netherlands B.V.,034201378
NEWSCON Inc.,090312600
NewStore B.V.,058653384
Newtone Adviseurs & Accountants B.V.,083796819
Newtone Audit,027366909
Newtone Audit N.V.,017187876
Newtone Belastingadviseurs B.V.,083796797
Newzoo B.V.,064850269
Nexfil Europe B.V.,060647574
Nexio Projects NL B.V.,073779474
Nexperia B.V.,066264111
NEXT architects B.V.,057425434
Next Drive B.V.,057151644
Next Generation Sensors B.V.,070007497
Next Geosolutions B.V.,050128701
Next Ocean B.V.,066450667
NextGreen B.V.,068860706
Nextlogic B.V.,071840656
NextPax.com B.V.,039096412
Nextpayroll B.V.,052176878
Nextportchina B.V.,060022132
Nextview,014118757
Nexus Nova B.V.,075291045
nexxbiz Operations B.V.,071798455
Ney & Partners Nederland B.V.,075690276
NGD HOLDINGS B.V.,065943112
NGT International B.V.,056366825
NH the Netherlands B.V.,032037280
NHL Stenden Hogeschool,041002686
NHL Stenden Hospitality Group B.V.,001102285
NIBC Bank N.V.,027032036
NICE Netherlands B.V.,034140161
NiceDay Healthcare Nederland B.V.,077868056
Nicemakers B.V.,071935215
Nichicon Europe B.V.,024339112
Nichirei Holding Holland B.V.,024174746
NICo-Lab B.V.,064531775
NIDEC EUROPE B.V.,008172600
Nidec Europe Sales B.V.,077872088
Niden contracting Sp z o.o.,056258542
Nielen Schuman B.V.,034178341
Nielsen Media Research B.V.,033190041
Nielsen Precima B.V.,060144165
Nieman Raadgevende Ingenieurs B.V.,030086383
Nieto Holding B.V.,075728389
Nieto Trading B.V.,050349244
Nieuwbouw Online B.V.,066257247
NIF Investment Manager B.V.,090637224
Nihon Food B.V.,052525732
Niigata Power Systems (Europe) B.V.,024126986
NIIT Limited UK - Netherlands Branch,062249355
Nijhoff Architecten B.V.,056707347
Nijhuis Water Technology B.V.,009091123
Nijwald B.V.,008162755
Nike Retail,032060874
Nikon Europe B.V.,034139593
Nilogy B.V.,087072408
Nina.care B.V.,078234786
NIO Netherlands B.V.,084538066
NIO Nextev Europe Holding B.V.,081099517
NIPED Prevention B.V.,057918597
NIPO Software B.V.,034240502
Nippon Carbide Industries (Netherlands) B.V.,014047976
Nippon Cargo Airlines,034064570
Nippon Express (Nederland) B.V.,034047815
Nippon Kaiji Kyokai (Netherlands) B.V.,024402149
Nippon Koei Energy Europe B.V.,073485934
Nippon Television Network Europe B.V.,033235625
Nippon Thompson Europe B.V.,024127132
Nipro Medical Europe N.V.,034104849
NIRAS Nederland B.V.,017133723
Niref B.V.,024334301
Nirint Shipping B.V.,024103210
Nissan Motor Parts Center B.V.,033294300
Nisshin Seifun Group Europe Office,034312368
Nissin Dental Products Europe B.V.,072758325
"Nissin Foods Holdings Co., Ltd. Amsterdam Representative Office",096616385
Nissui Europe B.V.,033207608
Nitta Corporation of Holland B.V.,037056174
Nium Europe B.V.,088844889
Nixu,030233279
Nixxes Software B.V.,030158292
NIZO food research B.V.,009139048
Nkkk Europe,034069070
NKT HVC B.V.,067212743
NL Architects B.V.,034146497
NL Urban Solutions B.V.,059484675
NLC Ventures Netherlands,057340943
nLighten HQ B.V.,084107588
NLIST Engineering B.V.,085451290
NLMK International B.V.,034261788
NM Beauty Industries B.V.,063969769
Nmbrs B.V.,034150521
NMC Special Products B.V.,023083612
NMi Certin B.V.,027233418
NMQ Holding B.V.,061704814
NMT Holding B.V.,036048711
NMT International Shipping B.V.,034220951
NMZ Trading B.V.,074675400
NN Insurance Eurasia N.V.,052403424
NN Personeel B.V.,027193814
NNcourage B.V.,055224741
NNR Global Logistics Netherlands B.V.,050395173
No Brothers Nederland B.V.,009184607
Nobel Biocare Distribution Center B.V.,030220841
Nobel Recruitment B.V.,075447940
Nobian Chemicals B.V.,031038214
Nobian Industrial Chemicals B.V.,032074604
NOBL Q EUROPE B.V.,063343673
Noble Environmental Benelux B.V.,062123807
Nobleo Bouw & Infra B.V.,053089847
Nobleo Control B.V.,059120053
Nobleo Electronics B.V.,093473508
Nobleo Embedded B.V.,059120193
Nobleo Manufacturing B.V.,055804284
Nobleo Technology B.V.,051466937
Noblesse Proteïns B.V.,001133204
Nobru B.V.,008205315
NOC*NSF,009059703
NofaGroup Holding B.V.,024432166
Nokia Solutions and Networks B.V.,034259706
Noldus Information Technology B.V.,009094422
Nomads Agency B.V.,066451264
Nomenta Industries International B.V.,068943865
Nomi Co-Packing,020067971
Nomilk2day Engineering B.V.,072743468
Nomios Netherlands B.V.,028098276
NOMOBO Talent B.V.,066657261
Nomura Europe Finance N.V.,033221661
Nomura Financial Products Europe GmbH,073668281
Nonius Hospitality Technology (Europe) B.V.,032147458
Noordboer International Ondernemen B.V.,052790304
Noordster Medical Services B.V.,083545824
Noordzee International B.V.,039074598
Noorman Hendriks Partners B.V.,002042874
NoPalm Ingredients B.V.,090711815
Nordcloud B.V.,065075455
Norden Shipping and Engineering B.V.,089498216
Nordex Netherlands B.V.,081210671
Nordic Group B.V.,034084966
Nordic Hydropower Aktiebolag,062907239
Nordiqes B.V.,084274131
Nordson B.V.,014059594
nordvpn S.A.,080418260
Norgine B.V.,030127007
Norgine Healthcare B.V.,080654193
Noria B.V.,078123321
Norinchukin Bank Europe N.V.,072676094
Norit Nederland B.V.,031020246
NORNORM B.V.,078348110
Norsk Hydro Holland B.V.,021015516
Nortek Oceanografische Instrumenten en Diensten B.V.,027250791
North Sea Tankers B.V.,024437985
Northern Linen B.V.,009102545
Northern Trust Fund Managers (Ireland) Limited Netherlands Branch,074608991
NorthernLight Design B.V.,034311220
NorthgateArinso Nederland B.V.,024270610
Northland Power International Holdings B.V.,065485149
Northpool B.V.,056443838
Northstone Executive Consulting B.V.,073946605
Northumbria University Amsterdam B.V.,070764441
Northwave Investigation B.V.,068126042
Northwave Nederland B.V.,030212330
Norton Rose Fulbright LLP,034371628
